@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'sybase ase specific code read view definitions ',negative
'sybase default keyword must appear prior nullnot null ',negative
'sybase doesnt support quotation marks for identifiers yet reports the identifier quote string figure ',negative
'symbol used user command field indicate put the file name here when the command executed ',negative
'synchronized doclock ',negative
'syntax error offset sql editor ',negative
'system property userhome null cannot determine where write dbcopy sql scripts disabling writing sql scripts for dbcopy operations ',negative
'tab add view nodes ',negative
'tab character ',negative
'tab new return new tab ',negative
'tabbedresultspanel ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table ',negative
'table before inserting data ',negative
'table data objects ',negative
'table doesnt have primary key ',negative
'table exists ',negative
'table exists source but not dest ',negative
'table has column that references table column however that table not being copied skipping this foreign key ',negative
'table has columns that can selected onnall rows will updatedndo you wish proceed ',negative
'table loaded plugins centre dialog ',negative
'table name ',negative
'table name column name column size column size ',negative
'table names scripts with schema ',negative
'table names scripts with schema ',negative
'table object tree ',negative
'table referenced ',negative
'table referenced hit ',negative
'table sql ',negative
'table status ',negative
'table status ',negative
'table was deleted from ',negative
'tablemodel new string table column private static final long serialversionuid public boolean iscelleditableint rowindex int columnindex return false ',negative
'tablename ',negative
'tablename columns pkcolumns prefs qualifier ',negative
'tablerequestfocus ',negative
'tables ',negative
'tables ',negative
'tables ',negative
'tables and views ',negative
'tables delete ',negative
'tables might have triggers that depend sequences drop tables next ',negative
'tables only column cannot removed table must have least one column ',negative
'tables that are netiher children nor parents utility tables ',negative
'tables that have least one child table ',negative
'tables that have least one parent table ',negative
'tabs ',negative
'tabs ',negative
'tabs add the database node ',negative
'tabs add the table nodes ',negative
'tabs add the user nodes ',negative
'tabs for triggers ',negative
'tags cannot xml ',negative
'take delete ',negative
'take update ',negative
'targettype targettypesql ',negative
'tell caller that the underlying data was not updated this always true could the data updated with warning ',positive
'tell scrollpane use table size with the height adjusted leave room for the scrollbar the bottom needed ',negative
'tell the datasetviewer delete the rows note rows are indexes the sortable model not the actual model ',negative
'tell the rest the world that the table has changed the fire method used here very course says that the whole table has been changed when really only one row has been added however finergrained methods did not seem cause the right effect using this one untill someone reports problem with also either these notifications the actual model and the sortable model are eliminated either throws exception does not update the gui figure finally the fire the acutalmodel triggered from this method rather than from inside the myjtable code because the add method used add row also used when loading the table with lots rows and that case not want generate events until all the rows have been added the fire cannot happen there ',negative
'tell the that this workingbuffer through ',negative
'tell the underlying data model stop forcing edit mode and return the mode specified the session parameters which includes telling the gui rebuild itself ',negative
'tell user that there was problem ',negative
'tell user the data truncated ',negative
'template ',negative
'template comments for missing translations ',negative
'test case for skipping quoting escape table dropping ',negative
'test connection button panel both the button and the status label ',negative
'test create illegal file ',negative
'test data ',negative
'test data used few places below ',negative
'test for creating tempfile directory that does not exist ',negative
'test for long file names windows ',negative
'test for npe when the tableinfo returns null for getimportedkeys ',negative
'test for touri when the file directory ',negative
'test for touri with file name with illegal chars ',negative
'test for tourl when the file directory ',negative
'test for tourl with file ',negative
'test for trying create file directory that does not exist ',negative
'test for when long directoryfile names windows ',negative
'test the create statement ',negative
'testing two files one with suffix tmp and one with null ',negative
'tests for creating tempfile with filename shorter than characters ',negative
'tests see the correct prefix was used create the tempfiles ',negative
'text ',negative
'text ansi ',negative
'text limit line ',negative
'text put file name field indicate that should create temp file for export ',negative
'text unicode ',negative
'that didnt work lets see the table looks fully qualified well split the name from the schemacatalog and try that ',negative
'the active window isnt for the currently selected session then select the main window for the session ',negative
'the cell editable really must have valid datatype object the else clause should never used just there defensive programming ',negative
'the character that used seperate the columns this file ',negative
'the column text column and there arent single quotes around the value put them there ',negative
'the columns the referenced table ',negative
'the colums the last completed tableview that match the tablenamepat will returned top the collection ',negative
'the constructor above sets this from resources but well override with the name the database file and its size ',negative
'the contents the selected table ',negative
'the create object command for each object ',negative
'the current activity the sql server ',negative
'the current connection the database and open new one ',negative
'the current jtable that are working with this used only see when the user moves different jtable know when clear the hashmap datatypeobjects ',negative
'the data longer than the limit then have previously reread the contents and not need reread again ',negative
'the delete and add the number rows deleted the count ',negative
'the directory exists add one the directory number making new directory name ',negative
'the directory exists add one the directory number making new directory name ',negative
'the downloads dir doesnt already exist just create ',negative
'the driver the url invalid ',negative
'the driver throws exception for varchar with length ',negative
'the drop object command for each object ',negative
'the edited column the resultset twice example select myname from mytable wont add the this col the where clause ',negative
'the editor runninig session not supportednyou may switch the entry area the new session properties dialog ',negative
'the event dispatch thread for the purpose getting stack traces ',negative
'the file using the base name with extention exists first the other files are order from oldest newest the set files delete slightly different depending whether the base name file exists not ',negative
'the first argument jtable which only used instances jtextfield convert coordinates doubleclick since that cannot happen with the jtextarea not bother passing the table ',negative
'the first time that catalogs are asked for return just one ',negative
'the following gives javasqlsqlexception conversion character stream failed ',negative
'the following only works returns and instanceof basemdiparentframe returns and instance dialog frame then other code must used ',positive
'the following strings are sql tokens and should therefore not internationalized ',negative
'the following used both cell and popup operations ',negative
'the following used both incell and popup operations ',negative
'the graph add the selected tables ',negative
'the header for the scrollable part which presents column differences ',negative
'the index needed case this method called with schema null catalog null and two tables with the same name different schemascatalogs without the index the same ordinal position could only occur once ',negative
'the index the first file the next filegroup ',negative
'the interval involved even pos lied one point before after the interval this way for example get select out comment coloring when the first removed ',negative
'the main list for window ',negative
'the mathmin for the caret the end the text ',negative
'the message area the right the statusbar and takes all available space ',negative
'the modedecode routine may may not there dont care not there but log info failed drop for some other reason ',negative
'the next item ',negative
'the none placeholder the list the first position remove not possible select the none placeholder upon startup because already selected the list present ',negative
'the number characters allowed this field ',negative
'the number decimal digits allowed the right the decimal point the number ',negative
'the number files keep arbitrarilly set here ',negative
'the object representing the actual data this object can edited the user then the objects need have reference updateable objects must implement interface derived from the package the component does not implement that interface then just keep going but does implement then need tell the that the object that needs call this one ',negative
'the old preference file exists and newer than the newuserpreference file then use for reading preferences ',negative
'the only thing that would prevent from editing string the popup that string has been truncated when read from the thus being able edit the string the same not needing reread the data ',negative
'the operator and there are parenthesis around the value put them there ',negative
'the original object not null then contains blob object that need reuse since that the dbs reference the blob data area otherwise set the original blob null and the write method needs know set the field null ',negative
'the original object not null then contains clob object that need reuse since that the dbs reference the clob data area otherwise set the original clob null and the write method needs know set the field null ',negative
'the original value set this cell the table ',negative
'the ostermiller sqllexer crashes with the char greater then prevent the char from being greater this surely not proper unicode treatment but doesnt seem harm and keeps the sqllexer working ',negative
'the other obj has not read the data yet ',negative
'the other obj null see this nonnull obj contains null value which equivilent assume that have read some the data and still have data null then the value the actually null ',negative
'the other object has real data ',negative
'the parser didnt get triggered shiftinsert here hand ',negative
'the plugin ',negative
'the preferable editor the netbeans editor the netbeans editorn less memory consumingn its highlightning more exactn can handle many lines welln the oster editor still there because can handle very long lines better than the netbeans editor this due known bug the netbeans editor issue soon this bug fixed the oster editor will removed ',negative
'the sessionmanager global squirrel dont remove the listeners the session wont get garbeage collected ',negative
'the size the where clause used behind the scenes when editing cell contents ',negative
'the source column distinct and the session postgresql try get the underlying type ',negative
'the sql validation web service ',negative
'the tablecolumn already has data object the map then remove ',negative
'the text area displaying the object contents ',negative
'the treemodel interface ',negative
'the update dir actually file log error ',negative
'the user checked auto logon but gave wrong usernamepassword the alias definition will asked enter usernamepassword again extra dialog here for convenience transfer these data back into the alias note dont this when auto logon false ',negative
'the user defined provider method below ',negative
'the user has cancelled the query dont bother logging error message likely that the cancel request interfered with the attempt fetch results from the resultset which expected when the statement closed lets not bug the user with obvious error messages that can nothing about ',negative
'the user has restricted the set columns use this name not the list then skip otherwise fall through and use the column the where clause ',negative
'the user has said not use this column then skip ',negative
'the user has selected noncannonical binary format need convert the text appropriately ',negative
'the user picks autoincrement autofill the fixed value column with for the start value currently empty ',negative
'the user wants select for right mouse clicks then change the selection before popup appears ',negative
'the user wants the primary key copied and the source session isnt axion axion throws sqlexception for getprimarykeys ',negative
'the utility class that reads and writes release info fromto the releasexml file todo springinject when this class spring bean ',positive
'the value null then was read ',negative
'the whole blob has been previously read ',negative
'the whole clob has been previously read ',negative
'the whole column definition ',negative
'there any way check for invalid input valid input includes least any printable character but could also include unprintable characters ',positive
'there are duplicate header names will save the last one ',negative
'there are parameters the sql string then need prompt for some answers ',negative
'there are some fields that cannot used where clause either because there cannot exact match real float because may not have the actual data hand blobclob because the data cannot expressed string form binary update one those fields will look like are replacing one row with identical row because can only see the fields that know how wheres therefore when are updating them there should exactly one row that matches all our other fields and when are not updating one these special types fields there should rows that exactly match our criteria hope determine whether this field one that cannot used the where clause checking the value returned for that field use the where clause any field that can used there will return something the form fieldname value and field that cannot used will return null zerolength string ',negative
'there can only one default truth but the model allows more than one ',negative
'there can only one truth but the model allows more than one ',negative
'there does not seem any standard way represent binary data where clause tell caller cannot use this where clause ',negative
'there matching prefix configuration functions should complete like ',negative
'there need close result sets call stmtgetmoreresults because implicitly closes any current resultset version even harmful close resultset explicitly stmtgetmoreresults will never return true anymore you ',negative
'there should not more than one row the that matches the table and there cannot determine which one read check that there are more ',negative
'there should one row the data try move ',negative
'there sqlpanelapi the object tree find editor assume parser necessary and thus provide dummy impl ',negative
'there updateable model then cannot update anything should never happen just being safe here ',negative
'there used framepack here but resized the frame very wide text output was used ',negative
'there was data type object this data type unknown squirrel and thus cannot edited ',negative
'theres dbname specified make sure matches the current catalog ',negative
'these are not used ',negative
'these are static instead final they can changed unit test isnt visible outside this class and only accessed once during csvreader construction ',negative
'these arrays are parallel ',negative
'these classes have package see swingsetthemesjar ',negative
'these must not internationalized since sql tokens must english ',negative
'these should different since are providing two different statement separators sessionproperties ',negative
'these tell the dialect test runner where tables that creates can found ',negative
'these two columns will the only ones the pktest table they will start out being nullable and will test that the dialect correctly converts them nonnull then applies the constraint them this test shall not run against any database dialect that claims not support changing the nullability column ',negative
'this another way this modifying the column type serial much easier thanks doug lawry for setting straight ',negative
'this can take long time for big jars not done the edt ',negative
'this codeicommandcode displays dialog box that allows the user enter where clause order clause used when getting data via the contents tab author hammela todo change name ',positive
'this column being limited then truncate the data needed start with quick check for the data being shorter than the limit which case dont need worry about ',negative
'this column cannot used where clause ',negative
'this column created the create script abd unused unless testing ',negative
'this column limited truncate the data ',negative
'this could perhaps more elegantly done recursion ',positive
'this didnt work final int pos getcaretposition final document doc final element docelem final element lineelem return ',negative
'this doesnt appear work for progress rdbms resulti tigetsimplename ',negative
'this event does not always hit the righr editor thats why cant use ',negative
'this expected ',negative
'this file zip needs extracted into the install directory all zips are packaged such way that the extraction beneath install directory all that required ',negative
'this flag used loop exit condition during parsing ',negative
'this for brute force detection blobclob lengths necessary ',negative
'this for brute force detection blobclob lengths necessary ',negative
'this formula can found the api doc for methode relocate class see the description the last parameter stopposition relocate always called before the parsetocken method this class ',negative
'this function returns the resulting process from the exec ',negative
'this funny functionality anyway and leads problems with the docktabstyle when sessionproperties closed first tab gets selected ',negative
'this happens then this programming error said the above call ingore these errors ',negative
'this holds all the values for switches that the user allowed set ',negative
'this mainly for long urls that cannot fully displayed the label ',negative
'this method called from the super classs constructor therfore titlelbl null for that call ',negative
'this method called from thread case listeners update swing controls invoke later here ',negative
'this not the column that the mouse has been pressed ',negative
'this one does not they are not equal ',negative
'this point have actual file that can output create the output stream that data type objects not have ',negative
'this point know that have higher java runtime ',negative
'this point the user input has been validated and both the new and old values are objects the appropriate data type either both newvalue and oldvalue may null ',negative
'this reasonable default and makes initialization code run well ',negative
'this refactoring depends the following api methods getcreatetablesql ',positive
'this responsible that comments are not curquery ',negative
'this session doesnt share sql history with other sessions then disable the controls that relate sql history ',negative
'this set here sessionpaneldispose will attempt close the session ',negative
'this should just produce error message ',negative
'this should throw exception should not allow multiple custom tokenizers installed for single session ',negative
'this slash stuff ',negative
'this stops the text control from line wrapping ',negative
'this test disabled for now until figure out better way concurrent modifications the schemainfocache test ',negative
'this the actual command that colors the stuff color stuff with the description the style matched the hash table that has been set ahead time ',negative
'this the column that the table currently currently sorted then display the sort icon ',negative
'this the column which the constraint dropped defined ',negative
'this the constraint that dropped drop constraint test ',negative
'this theme was presented squirrel karsten lentzsch jgoodiescom squirrels default theme the laf plugin not used here make the also available within the laf plugin thanks lot karsten ',negative
'this udf not stored procedure ',negative
'this was done when the header was clicked prevents excel like adopition column sizes double click see class buttontableheader ',negative
'this what expect ',negative
'this what expect ',negative
'this will our working buffer hold data chunks read from the data file ',negative
'this will skip blank lines ',negative
'this workaround for what looks like bug syntax error qualify with the schema the new table name but not the old alter table rename the second public apparently not currently valid thing ',positive
'though apidoc they say thread save received observed javalangerrors from swing well dead locks thats why changes synchron now ',negative
'thought this prevented doesnt but two sessions are open and one closed the one left open looses key bindings for example the arrow navigation keys ',negative
'thread new threadnew memorytimer threadstart ',negative
'thread safe support for every call this method ',negative
'through the parse sql and build the final sql replacing parameters with values goes ',negative
'throw new constructor ',negative
'throws ioexception ',negative
'throws pluginexception ',negative
'throws pluginexception ',negative
'thru all plugins attached this session asking for panels ',negative
'time wait between checks that the event dispatch thread isnt hung ',negative
'timestamp modified properties file ',negative
'timesten allows maximum fetch size ',negative
'timesten reference claims this supported operation but yields exception for alter table test modify nodefaultvarcharcol default default value exception thread main javasqlsqlexception timestentimesten odbc drivertimestentt syntax error sql statement before nodefaultvarcharcol character position file ptsqlyy lineno procedure sbptparsesql string alterclause string defaultclause return info alterclause false defaultclause for now just throw exception ',negative
'title label top ',negative
'todo ',negative
'todo ',positive
'todo allow the user specify ignore case preserve case ',positive
'todo allow the user specify the sequence name for dialects that dont natively support autoincrement columns without using sequencetrigger combo ',positive
'todo ask the user they want undo the changes that the paste made alternatively show them the specific problem and let them fix then allow them retry the operation starting from the point which the previous operation failed ',positive
'todo bizarre that couldnt find valid sql drop index ',positive
'todo check sure that the source and destination schemas are different abort they are the same and inform the user ',negative
'todo clean this mess load plugins load all plugin jars into class loader ',positive
'todo col add method databasemetadata that returns array objects for for postgresql put this kludge the new function this way all the kludges are kept one place kludge for some dbs postgresql there actually pseudocolumn providing the rowid but the function not implemented this kludge hardcodes the knowledge that specific dbs use specific pseudocolumn additionally you must create the table using with oid appended the create statement otherwise oid column not available default ',positive
'todo columns tables ',negative
'todo create the child index ',positive
'todo delete ',positive
'todo delete this class copyright colin bell this library free software you can redistribute andor modify under the terms the gnu lesser general public license published the free software foundation either version the license your option any later version this library distributed the hope that will useful but without any warranty without even the implied warranty merchantability fitness for particular purpose see the gnu lesser general public license for more details you should have received copy the gnu lesser general public license along with this library not write the free software foundation inc temple place suite boston usa ',positive
'todo delete this class unused ',positive
'todo dialog handling cancelled ',positive
'todo figure out more reliable way handle other type which indicates databasespecific type ',positive
'todo figure out why bind variables arent working ',positive
'todo fillfactor primary etc ',positive
'todo find out why kludge for some reason not able get the sheet size correctly always displays with size that causes the subpanels have their scrollbars showing add bit increase the size the panel the scrollbars are not displayed ',positive
'todo finish ',positive
'todo get rid this class this combobox contains all the columns sql table author bella ',positive
'todo giving constraint name universally supported and done the same way every database ',positive
'todo hard coded jdbcodbc bridge jdk brings back for nvarchar columns sql server tables ',positive
'todo hard coded jdbcodbc bridge jdk brings back for nvarchar columns sql server tables rowid oracle ',positive
'todo how let the user customize this ',positive
'todo implement this better ',positive
'todo just noticed that mysql supports multibit bit column using the getobjectsetobject methods with byte would valuable some point make this code bit more dbmsspecific ',positive
'todo make parameter implement sqlitem interface which has getstring method which can also implemented sqlstring sqlfragment some such can then eliminate the use instanceof below and clean the code bit making itemsinsql look like arraylistsqlitem itemsinsql new arraylistsqlitem ',positive
'todo make properties file can use class name generate properties file name ',positive
'todo move all code other than for window creation aliaswindowmanager factory handle creation maintenance sheets for sql alias objects author bella ',positive
'todo move all code other than for window creation aliaswindowmanager factory handle creation maintenance sheets for sql driver objects author bella ',positive
'todo move ioutilities see filewrapper ',positive
'todo move new standard location and rewrite test less static ',negative
'todo move this ioutilities extracts the specified zip file the specified output directory param zipfile param outputdirectory throws ioexception ',positive
'todo need add storageoptions the add index dialog ',positive
'todo need allow user specify this ',positive
'todo need define better approach getting dialects that dont really want ever prompt the user this case its always oracle yet may have new oracledialect some point ',positive
'todo need enhance the index dialog allow specifying storage option for now just accept the default for the index access method using btree ',positive
'todo need have generic hibernate dialect extend this provide the types ',positive
'todo need implement change the message ',positive
'todo need this one ',positive
'todo once were happy that jfcutilities longer required ',positive
'todo pass message handler user gets error msgs ',positive
'todo perhaps can tell the user when they click copy table the source session axion and they want primary keys that its not possible ',positive
'todo plugin supports only the main session window ',positive
'todo probably want allow the user set these sequence properties sequence settings ',positive
'todo put all the property accessors ',positive
'todo put throws clause back empty method ',positive
'todo rename ',positive
'todo rename ',positive
'todo rename this gettabletype ',positive
'todo set the total for the progress bar ',positive
'todo should also have the type string date ',positive
'todo should have session listeners instead these calls ',positive
'todo sort the list ',positive
'todo subclass these hibernate dialects provide the canpasteto api method hibernatedialect interface private static final dbdialect dbdialect new dbdialect ',positive
'todo tell the user that the selected destination schema the same the source schema ',negative
'todo tell the user that the selected destination schema the same the source schema ',positive
'todo the use checks export entire table and doesnt select all then the selected indices are not set and this check doesnt properly detect missing data export entire table selected need set the selected indexes below correctly ',positive
'todo these should handled with iterator ',positive
'todo this nasty quick hack needs api this ',positive
'todo this right ',positive
'todo this should handled with iterator ',positive
'todo this should not public check all usages and put appropriate methods api object ',positive
'todo this shouldnt public its only been done for the jcomplete plugin some stage this method will returned package visibility ',positive
'todo this wont work when the column has values with quotes them use preparedstatements instead hmmm instead insert statements could not just create sequence and generate select statement that uses the sequence for the pkid selects distinct values that would more efficient approach that would also eliminate this quoting problem ',positive
'todo tooltips ',positive
'todo use the destination database type derive format that acceptable ',positive
'todo use the destination database type derive format that acceptable ',positive
'todo verify this ',positive
'todo verify this correct ',positive
'todo when message are can have some text red error and some normal then put out errors red ',positive
'todo why shouldnt call registersqldriver here rmm ',positive
'todo work out why kludge for some reason not able get the sheet size correctly always displays with size that causes the subpanels have their scrollbars showing add bit increase the size the panel the scrollbars are not displayed ',positive
'token categoryids ',negative
'token kind token position the source text starting token column starting token line starting exact string value token string value uppercase ignorecase ',negative
'tokencategories ',negative
'tokenids ',negative
'toolbar ',negative
'toolbar ',negative
'toolbar color ',negative
'toolbar color checkbox ',negative
'top ',negative
'top ',negative
'total hack type other can other types well ',positive
'total number threads ',negative
'touppercase replaces the german this will kill reformating later since upperin just for building pieces place here ',negative
'transferable ',negative
'translation generated plugin ',negative
'translations ',negative
'translations are most likely found core lib dir ',negative
'treat like time date component ',negative
'treat like timestamp ',negative
'treating indexes tables interferes with the operation the postgresql plugin ',negative
'treating sequences tables interferes with the operation the postgresql plugin ',negative
'tree ',negative
'tree ',negative
'treeexpandpathnew ',negative
'treenode interface ',negative
'tried use the length from the source database postgresql which yielded for this test the column def was binarycolumn bit varying yet gave exception that indicated truncation string data right truncation for now back hardcoded maximal length bit varyingl ',negative
'trigger column information ',negative
'trigger details ',negative
'trigger details ',negative
'trigger details ',negative
'trigger details ',negative
'trigger source ',negative
'trigger source ',negative
'trigger source ',negative
'trigger source ',negative
'triggers guess ',negative
'trim the column name case hadb ',negative
'trim the table name case hadb ',negative
'true null ',negative
'true true true true ',negative
'truncate was attempted and not supported then try delete the other hand delete was attempted just throw the sqlexception that resulted from the delete ',negative
'try alias ',negative
'try cascade ',negative
'try delete ',negative
'try find completely free space for the new table frame ',negative
'try long case the database driver didnt correctly identify unsigned field ',negative
'try out the tools popup hitting ctrlt the sql editor three times stop this message ',negative
'try save the selection not dispose this panel there problem ',negative
'trying set time exact number ',negative
'trying set time negative number ',negative
'turn off auto refresh when are shutting down ',negative
'two columns represent primary key the pktest table ',negative
'type ',negative
'type ',negative
'type ',negative
'type ',negative
'type ',negative
'type ',negative
'type ',negative
'type ',negative
'type ',negative
'type list ',negative
'type mapping ',negative
'typename columnsize decimaldigits radix isnullallowable ',negative
'types ',negative
'types ',negative
'types ',negative
'types the columns ',negative
'udf details ',negative
'udf source ',negative
'uhoh shouldnt have more than one plugin registering custom exception handler for given session the first one wins and all others get error message ',negative
'unable invokeandwait for dialog ',negative
'unable invokeandwait for dialog ',negative
'underlying data cannot changed ',negative
'unfortunately need remove the exising tree table component and create new one due limitations with replacing models the existing sun implementation why earth they couldnt formalise the tree table example jfc which use bit more anyones guess ',positive
'unfortunately not sortable list this will throw new the following the best approach according concurrency master doug lea this post here copy the existing internal array into new array that large enough hold the original and new elements then sort and finally create new with the sorted array ',negative
'unix hidden files are marked with the beginning the file name ',negative
'unsigned int problem with import file functionality are working with signed integer then should store java integer which always signed however are working with unsigned integer type java doesnt have this use long instead ',negative
'unused methods this not real dialog just fake ',negative
'update ',negative
'update counts inserts selects updates deletes ',negative
'update dynamic column widths ',negative
'update font used for status bars ',negative
'update java colorings ',negative
'update referential action the definition ',negative
'update server name ',negative
'update server port ',negative
'update set select from where string templatestr update desttablename set columnname select columnname from sourcetablename where stringtemplate new ',negative
'update settings ',negative
'update sizes when number digits the line number changes ',negative
'update tablename set setcolumn setvalue setcolumn setvalue from fromtable fromtable where wherecolumn wherevalue and wherecolumn wherevalue ',negative
'updates ',negative
'updateutil util new updateutilimpl ',negative
'url hibernate ',negative
'url text field ',negative
'use all the columns ',negative
'use clone here prevent the outside code from setting values the array directly which would throw off the index lookup based header name ',negative
'use columns ',negative
'use date formatter ',negative
'use headersholderlength here case headers null ',negative
'use just the columns listed the table and set the notused cols the ones that are not mentioned the table ',negative
'use lenient input force user enter exact format set allow less stringent input ',negative
'use not looking for ascii chars this one one that not printable then convert into numeric form ',negative
'use set rather than list some combinations sql and the jdbcodbc return multiple copies each table type ',negative
'use the dateformat parse ',negative
'use the java default datetostring ',negative
'use valueof when min supported jdk return ',negative
'use vectors because messagehandler might called from different threads ',negative
'use window should include least the primary keys for the table ',negative
'used ',negative
'used editing operations reset the field its original value ',negative
'user cannot allowed drop all columns from table ',negative
'user details ',negative
'user did not enter seconds ',negative
'user does not want overwrite the file ',negative
'user doesnt wish for try autodetect the dest ',negative
'user entered bad place ',negative
'user entered hour min see they also entered secs ',negative
'user just entered the hour append min sec ',negative
'user said not read any the data from the clob ',negative
'user said read least some the data from the blob ',negative
'user said read least some the data from the clob ',negative
'userdefined data types ',negative
'usermanager jaybird ',negative
'uses java classes that implement the trigger interface operate database tables rows when action triggers them therefore there currently way access the source for trigger hopefully this will change some point the future new triggersourcetabthe source the trigger ',positive
'uses menudbdiff dbdiffproperties ',negative
'using thread for this gets rid most the white flash ',negative
'utilundertest ',negative
'utilundertest null ',negative
'valid bounds ',negative
'valid configuration namenchanges cannot applied ',negative
'valid file uri ',negative
'validator ',negative
'validator plugin ',negative
'value ',negative
'value ',negative
'value ',negative
'value ',negative
'value contains probably has date component ',negative
'value contains probably has time component ',negative
'value passed for maintenance type ',negative
'value passed for maintenance type ',negative
'value truncated not use where clause ',negative
'value was null not need anything else with this column also assume that value equivilent null ',negative
'values ',negative
'values for how use timestamps where clauses ',negative
'varchar longvarchar sql types ',negative
'varcharl ',negative
'variables for this linenumber component ',negative
'variables non visible logger for this class ',negative
'verify insert worked only the dialect supports subsecond timestamp values ',negative
'version ',negative
'version ',negative
'version ',negative
'version ',negative
'version mismatch ',negative
'view clauses ',negative
'view last log entry ',negative
'view name schema name ',negative
'view source ',negative
'view source ',negative
'view source ',negative
'view source ',negative
'view source ',negative
'view source ',negative
'view source ',negative
'view source ',negative
'views will depend tables drop them first ',negative
'visible gui main ',negative
'visible gui misc ',negative
'void isession sess ',negative
'void reload ',negative
'void type ',negative
'void type keyword numericid ',negative
'wait for errthread start ',negative
'wait for pending chars processed post new characters ',negative
'wait for user click okclose ',negative
'wait while the query executed ',negative
'want detect two empty text values row before decide restore the original value since text contains the new value want allow the first empty text that the user can clear the field and the second one will set the original value ',negative
'warning ',negative
'warning ',negative
'warning ',negative
'was ',negative
'was error opening file nthe error wasn ',negative
'was error while reading file nthe error wasn ',negative
'was error while writing file nthe error wasn ',negative
'was problem reported during the update the message wasnnthis may may not serious depending the above messagenthe data was probably not changed the databasenyou may need refresh the table get accurate view the current data ',negative
'was problem reported while rereading the the message wasn ',negative
'was written the sql editor the main session window ',negative
'website url for the specified driver would you like add one ',negative
'were still this function just add the end ',negative
'weve loop through one time for each character the string then something must wrong get out ',negative
'what follows comes from the squirrel firebird dialect extension ',negative
'what this used for ',negative
'when all updates are retrieved tell the user that the updates will installed upon the next startup ',negative
'when get the last statement the script large show the user the total execution time ',negative
'when the table initiates editing and sets this field remember the value the original value the field ',negative
'when the user clicks then display update dialog again ',negative
'when the user pastes table label which located under schemacatalog build the schema databaseobjectinfo ',negative
'when tried using length for longvarbinary that the max length the source records get the following exception exception condition data exception string data right truncation tried bit varying with data that had max length its back maximum length hardcoded for now bit varyingl ',positive
'when user leaves cell after editing the contents that cell need converted from string into object the appropriate type before updating the table however when the call comes from the popup window the data has already been converted and validated assume that string being passed here value from text field that needs converted object and nonstring object has already been validated and converted ',negative
'where clause usage group ',negative
'where columns ',negative
'whether force user enter dates exact format use heuristics guess ',negative
'whether not read date type columns with rsgettimestamp ',negative
'whether not read date type columns with rsgettimestamp date columns timestamp ',negative
'which localedependent format use short medium long full ',negative
'while attributes used qualified expressions will not completed qualified that means for packfoo the completion popup will placed behind the last dot ',negative
'while executing commandnthe command wasn nthe error wasn ',negative
'white space must front the keyword ',negative
'width ',negative
'will highlight tokens until reach good stopping place the first obvious stopping place the end the document the lexer will return null the end the document and wee need stop there ',negative
'win mnemonics are normally hidden make them visible you press the alt key under the windows pressing alt may not work this code workaround see bug report for more information ',positive
'windowmanager ',negative
'with ',negative
'with ',negative
'with admin option ',negative
'with hanging sessionlistener session nvere gets garbage collected ',negative
'with params ',negative
'with params ',negative
'without params ',negative
'without params ',negative
'without this the split moves when the window resized ',negative
'word onoff ',negative
'words ',negative
'work done wrong thread ',negative
'workaround for bug which means must use dbo for schema ',positive
'working directory not directorynno bundles will loaded from ',negative
'would nice tell the user what happened but try put dialog box this point run into trouble some cases where the field continually tries reread after the dialog closes because being repainted ',negative
'write datatype properties persistant storage ',negative
'write edit where cols options persistant storage ',negative
'write file ',negative
'write filennerror messagennsee last log entry for details ',negative
'write schema cache for alias file ',negative
'writing bytes ',negative
'writing bytes ',negative
'writing schema cache for alias file ',negative
'xml ending tag seen for text starting atn ',negative
'yes ',negative
'yes all ',negative
'yes yes all ',negative
'you add this method one the standard datatypes the directory you must also add the name that datatype class the list method getcontrolpanels variable named the class being registered with the factory using registerdatatype then you should not include the class name the list will found automatically but the datatype part the case statement the factory method getdatatypeobject then does need explicitly listed the getcontrolpanels method also ',negative
'you add this method one the standard datatypes the directory you must also add the name that datatype class the list method getcontrolpanels variable named the class being registered with the factory using registerdatatype then you should not include the class name the list will found automatically but the datatype part the case statement the factory method getdatatypeobject then does need explicitly listed the getcontrolpanels method also ',negative
